3Putts_AVG,Driver_Distance_AVG,Fairway%,GIR%,GIR_RELATIVE/PAR,GIR_off_Fairway%,GIR_on_Fairway%,PLAYER,PLAYER_ID,Par3_AVG,Par4_AVG,Par5_AVG,Putting_AVG,Putting_Birdie_Conversions,Putts_Overall_AVG,REMOVE10a,REMOVE10b,REMOVE10c,REMOVE10d,REMOVE11a,REMOVE11b,REMOVE11c,REMOVE11d,REMOVE12a,REMOVE12b,REMOVE12c,REMOVE12d,REMOVE12e,REMOVE13a,REMOVE13b,REMOVE13c,REMOVE13d,REMOVE13e,REMOVE14a,REMOVE14b,REMOVE14c,REMOVE14d,REMOVE15a,REMOVE15b,REMOVE15c,REMOVE15d,REMOVE16a,REMOVE16b,REMOVE16c,REMOVE16d,REMOVE17a,REMOVE17b,REMOVE17c,REMOVE17d,REMOVE18a,REMOVE18b,REMOVE18c,REMOVE18d,REMOVE19a,REMOVE19b,REMOVE19c,REMOVE19d,REMOVE1a,REMOVE1b,REMOVE1c,REMOVE1d,REMOVE20a,REMOVE20b,REMOVE20c,REMOVE20d,REMOVE21a,REMOVE21b,REMOVE21c,REMOVE21d,REMOVE21e,REMOVE21f,REMOVE2a,REMOVE2b,REMOVE2c,REMOVE2d,REMOVE3a,REMOVE3b,REMOVE3c,REMOVE3d,REMOVE4a,REMOVE4b,REMOVE4c,REMOVE4d,REMOVE5a,REMOVE5b,REMOVE5c,REMOVE5d,REMOVE6a,REMOVE6b,REMOVE6c,REMOVE6d,REMOVE7a,REMOVE7b,REMOVE7c,REMOVE7d,REMOVE8a,REMOVE8b,REMOVE8c,REMOVE8d,REMOVE9a,REMOVE9b,REMOVE9c,REMOVE9d,SG_APP_AVG,SG_ARG_AVG,SG_DRIVE_AVG,SG_PUTTING_AVG,SG_TOTAL_AVG,Scrambling%,Scrambling_Rough%,Scrambling_Sand%,Strokes_Adj_AVG,Total_Putts_AVG
0.4,295.8,52.03%,60.82%,-0.28,49.34%,72.99%,Peter Malnati,34466,3.13,4.01,4.78,1.752,30.34%,1.583,176.0,-1.0,927.0,194.0,69.0,0.0,1093.0,624.0,34.0,3.0,1624.0,57.0,24.0,143.0,-2.0,4261.0,29.174,60.0,133.0,-1.0,79.0,145.0,59.0,-1.0,41.0,73.0,101.0,3.0,238.0,402.0,136.0,-1.0,-16.004,53.0,89.0,0.0,0.968,53.0,165.0,-1.0,-29.621,53.0,124.0,-6.0,23.0,57.0,20.0,0.0,24.891,53.0,142.0,-1.0,-19.752,-44.643,24.891,53.0,171.0,-2.0,411.0,790.0,121.0,0.0,33717.0,114.0,153.0,2.0,187.0,379.0,159.0,0.0,300.0,411.0,173.0,0.0,624.0,1026.0,34.0,3.0,1624.0,1026.0,166.0,0.0,776.0,248.0,64.0,7.0,2558.0,638.0,-0.302,0.018,-0.559,0.47,-0.373,59.20%,54.48%,56.16%,71.503,28.49
0.41,301.4,57.07%,65.78%,-0.29,53.26%,77.81%,Chesson Hadley,34563,3.01,4.04,4.53,1.775,30.33%,1.611,35.0,9.0,715.0,158.0,127.0,2.0,925.0,521.0,106.0,-1.0,1276.0,44.0,24.0,74.0,2.0,3359.0,42.036,48.0,100.0,-1.0,57.0,100.0,27.0,0.0,26.0,43.0,77.0,5.0,164.0,271.0,118.0,-1.0,-3.909,43.0,111.0,0.0,-2.182,43.0,86.0,0.0,3.133,43.0,112.0,-1.0,18.0,44.0,35.0,0.0,14.354,43.0,77.0,0.0,11.397,-2.958,14.354,43.0,138.0,-1.0,347.0,608.0,71.0,1.0,26521.0,88.0,76.0,8.0,139.0,261.0,59.0,-1.0,270.0,347.0,97.0,5.0,521.0,792.0,106.0,-1.0,1276.0,792.0,35.0,1.0,602.0,200.0,130.0,1.0,2042.0,506.0,-0.091,-0.051,0.073,0.334,0.265,60.52%,57.00%,60.47%,70.855,29.0
0.73,298.2,64.12%,69.05%,-0.3,57.04%,78.38%,Chan Kim,34587,3.0,3.99,4.5,1.759,33.19%,1.608,13.0,3.0,945.0,210.0,91.0,0.0,1224.0,696.0,97.0,1.0,1621.0,56.0,23.0,39.0,-1.0,4163.0,69.077,60.0,19.0,-1.0,75.0,116.0,45.0,0.0,37.0,64.0,10.0,6.0,203.0,312.0,20.0,0.0,20.802,47.0,28.0,0.0,12.168,47.0,51.0,0.0,11.509,47.0,5.0,1.0,41.0,56.0,156.0,-1.0,-18.796,47.0,42.0,0.0,25.699,44.494,-18.796,47.0,43.0,-1.0,495.0,772.0,97.0,2.0,33403.0,112.0,28.0,2.0,158.0,277.0,45.0,1.0,388.0,495.0,20.0,2.0,696.0,1008.0,96.0,1.0,1621.0,1008.0,17.0,4.0,755.0,252.0,24.0,11.0,2463.0,618.0,0.443,0.259,0.245,-0.4,0.547,65.06%,64.66%,57.81%,70.535,28.95
0.75,305.0,59.54%,70.96%,-0.27,56.91%,83.70%,Lanto Griffin,35310,3.07,4.02,4.52,1.79,30.29%,1.663,25.0,4.0,733.0,162.0,151.0,0.0,1006.0,562.0,173.0,-1.0,1317.0,44.0,26.0,108.0,1.0,3362.0,57.233,48.0,142.0,-1.0,43.0,80.0,178.0,-1.0,15.0,47.0,168.0,-2.0,125.0,230.0,81.0,-1.0,4.503,39.0,158.0,-1.0,-11.809,39.0,65.0,0.0,6.27,39.0,4.0,0.0,33.0,44.0,125.0,-1.0,-6.576,39.0,127.0,-1.0,-7.611,-1.035,-6.576,39.0,107.0,1.0,362.0,608.0,45.0,0.0,26842.0,88.0,29.0,2.0,140.0,246.0,1.0,1.0,303.0,362.0,6.0,1.0,562.0,792.0,173.0,-1.0,1317.0,792.0,112.0,1.0,613.0,200.0,87.0,2.0,2016.0,502.0,0.115,-0.303,0.161,-0.169,-0.195,54.35%,53.75%,31.91%,71.234,29.93
0.4,299.1,58.31%,63.10%,-0.32,50.16%,75.40%,Patrick Cantlay,35450,3.07,4.0,4.48,1.749,33.72%,1.564,5.0,-2.0,860.0,192.0,58.0,-15.0,1053.0,602.0,15.0,-4.0,1492.0,53.0,22.0,41.0,4.0,3989.0,31.621,57.0,97.0,-1.0,52.0,91.0,80.0,-1.0,30.0,56.0,32.0,7.0,223.0,352.0,90.0,-1.0,2.549,43.0,33.0,0.0,10.403,43.0,75.0,0.0,5.528,43.0,124.0,-13.0,21.0,53.0,42.0,0.0,13.282,43.0,31.0,0.0,31.776,18.495,13.282,43.0,119.0,-5.0,435.0,746.0,90.0,-3.0,31707.0,106.0,140.0,17.0,156.0,311.0,111.0,-4.0,328.0,435.0,151.0,0.0,602.0,954.0,15.0,-4.0,1492.0,954.0,112.0,-13.0,687.0,224.0,45.0,5.0,2442.0,610.0,0.059,0.242,0.129,0.309,0.739,63.35%,57.14%,53.57%,70.537,28.15
0.4,298.1,55.18%,66.47%,-0.3,52.39%,80.78%,Beau Hossler,35461,3.08,4.0,4.47,1.751,31.81%,1.592,4.0,2.0,886.0,198.0,67.0,0.0,1194.0,682.0,52.0,3.0,1633.0,57.0,19.0,53.0,1.0,4258.0,54.161,61.0,125.0,-1.0,64.0,115.0,9.0,0.0,40.0,61.0,48.0,3.0,214.0,344.0,162.0,0.0,-23.11,55.0,17.0,0.0,19.071,55.0,110.0,0.0,-2.43,55.0,124.0,-6.0,23.0,57.0,17.0,0.0,28.051,55.0,60.0,0.0,21.583,-6.468,28.051,55.0,151.0,-1.0,437.0,792.0,98.0,3.0,33978.0,114.0,93.0,5.0,186.0,355.0,9.0,1.0,353.0,437.0,69.0,9.0,682.0,1026.0,52.0,3.0,1633.0,1026.0,125.0,-2.0,770.0,250.0,45.0,5.0,2602.0,650.0,-0.42,0.347,-0.044,0.51,0.392,62.21%,55.65%,65.57%,70.691,28.65
0.28,296.6,56.14%,61.53%,-0.33,48.40%,73.51%,Mackenzie Hughes,35506,3.09,4.03,4.48,1.724,33.38%,1.551,5.0,-2.0,976.0,218.0,11.0,4.0,1279.0,742.0,7.0,2.0,1871.0,67.0,21.0,56.0,13.0,4697.0,40.998,67.0,26.0,-1.0,93.0,146.0,65.0,-1.0,40.0,72.0,25.0,-8.0,297.0,464.0,138.0,-1.0,-19.282,61.0,19.0,0.0,19.442,61.0,141.0,-2.0,-13.489,61.0,170.0,-3.0,19.0,67.0,8.0,0.0,36.883,61.0,61.0,0.0,23.569,-13.314,36.883,61.0,143.0,-5.0,521.0,928.0,114.0,-7.0,39746.0,134.0,163.0,4.0,197.0,407.0,149.0,3.0,383.0,521.0,168.0,-1.0,742.0,1206.0,6.0,2.0,1871.0,1206.0,130.0,-7.0,858.0,278.0,105.0,5.0,2863.0,710.0,-0.316,0.319,-0.221,0.605,0.386,64.01%,63.70%,55.56%,70.716,27.93
0.49,293.2,62.06%,67.50%,-0.33,55.30%,76.15%,Tom Hoge,35532,3.02,3.99,4.53,1.725,35.17%,1.59,35.0,-14.0,1114.0,246.0,14.0,-5.0,1530.0,887.0,48.0,-12.0,2089.0,73.0,22.0,32.0,-6.0,5364.0,60.728,77.0,21.0,-1.0,93.0,144.0,92.0,-1.0,42.0,80.0,100.0,-16.0,253.0,427.0,2.0,0.0,61.007,67.0,152.0,-1.0,-17.589,67.0,99.0,0.0,0.456,67.0,67.0,20.0,36.0,73.0,65.0,0.0,10.484,67.0,25.0,0.0,54.373,43.89,10.484,67.0,69.0,-5.0,633.0,1020.0,139.0,-4.0,42808.0,146.0,44.0,-6.0,214.0,387.0,93.0,-5.0,482.0,633.0,51.0,-9.0,887.0,1314.0,48.0,-14.0,2089.0,1314.0,44.0,-8.0,936.0,310.0,24.0,-7.0,3314.0,830.0,0.911,-0.263,0.007,0.156,0.812,59.25%,64.58%,52.50%,70.451,28.62
0.69,288.3,61.38%,67.41%,-0.24,51.87%,78.33%,David Lipsky,36326,3.09,4.08,4.6,1.804,27.26%,1.657,101.0,5.0,736.0,160.0,165.0,-1.0,985.0,546.0,167.0,-1.0,1342.0,45.0,24.0,167.0,0.0,3413.0,45.999,48.0,173.0,-1.0,44.0,90.0,168.0,-1.0,18.0,45.0,155.0,0.0,148.0,264.0,63.0,-1.0,9.179,42.0,74.0,0.0,2.976,42.0,151.0,-2.0,-13.127,42.0,11.0,1.0,31.0,45.0,175.0,-1.0,-29.918,42.0,160.0,-1.0,-30.873,-0.957,-29.918,42.0,77.0,0.0,383.0,624.0,164.0,-1.0,25945.0,90.0,102.0,8.0,125.0,241.0,48.0,0.0,300.0,383.0,52.0,2.0,546.0,810.0,167.0,-1.0,1342.0,810.0,130.0,3.0,612.0,198.0,162.0,1.0,2065.0,506.0,0.219,0.071,-0.313,-0.712,-0.735,56.06%,48.89%,40.00%,72.062,29.82
0.4,305.4,57.08%,68.64%,-0.29,56.22%,79.27%,Patrick Rodgers,36699,3.04,4.02,4.58,1.755,31.24%,1.618,79.0,7.0,934.0,204.0,75.0,0.0,1344.0,766.0,122.0,-1.0,1806.0,62.0,24.0,97.0,-2.0,4352.0,55.199,62.0,155.0,-1.0,63.0,119.0,104.0,-1.0,40.0,78.0,110.0,-1.0,205.0,350.0,138.0,-1.0,-18.953,60.0,67.0,0.0,6.279,60.0,49.0,0.0,15.032,60.0,124.0,-6.0,25.0,62.0,89.0,0.0,2.319,60.0,94.0,0.0,4.677,2.357,2.319,60.0,137.0,-1.0,492.0,862.0,39.0,1.0,37873.0,124.0,32.0,5.0,208.0,370.0,29.0,0.0,390.0,492.0,28.0,4.0,766.0,1116.0,121.0,-2.0,1806.0,1116.0,70.0,3.0,772.0,254.0,87.0,2.0,2646.0,658.0,-0.316,0.105,0.251,0.039,0.078,58.57%,52.94%,51.28%,71.084,29.13
0.51,308.3,59.05%,64.97%,-0.3,52.24%,75.36%,Stephan Jaeger,36799,3.11,4.01,4.52,1.749,32.90%,1.599,25.0,4.0,923.0,204.0,58.0,1.0,1207.0,690.0,70.0,-5.0,1698.0,59.0,25.0,62.0,-9.0,4422.0,36.105,63.0,51.0,-1.0,62.0,102.0,158.0,-1.0,24.0,56.0,92.0,-16.0,222.0,372.0,94.0,-1.0,2.229,53.0,31.0,0.0,13.067,53.0,32.0,0.0,18.665,53.0,58.0,18.0,30.0,59.0,119.0,-1.0,-6.972,53.0,46.0,0.0,26.988,33.961,-6.972,53.0,110.0,1.0,483.0,818.0,25.0,0.0,36375.0,118.0,97.0,6.0,175.0,335.0,113.0,-13.0,364.0,483.0,118.0,-11.0,690.0,1062.0,70.0,-7.0,1698.0,1062.0,155.0,-9.0,809.0,260.0,64.0,-14.0,2690.0,670.0,0.042,0.247,0.352,-0.132,0.509,59.68%,60.78%,42.86%,70.764,28.78
0.39,293.3,67.57%,66.26%,-0.31,50.97%,76.01%,Mark Hubbard,36801,3.09,3.99,4.48,1.746,31.87%,1.591,5.0,2.0,1049.0,234.0,48.0,8.0,1437.0,823.0,50.0,3.0,1976.0,69.0,23.0,42.0,-3.0,5088.0,61.452,73.0,57.0,-1.0,72.0,119.0,90.0,-1.0,40.0,76.0,64.0,6.0,256.0,419.0,59.0,-1.0,15.963,63.0,84.0,0.0,2.147,63.0,100.0,0.0,0.346,63.0,136.0,-6.0,27.0,69.0,63.0,0.0,10.447,63.0,52.0,0.0,28.918,18.472,10.447,63.0,15.0,2.0,646.0,956.0,137.0,1.0,40474.0,138.0,118.0,6.0,158.0,310.0,98.0,-4.0,491.0,646.0,76.0,8.0,823.0,1242.0,50.0,2.0,1976.0,1242.0,130.0,3.0,934.0,302.0,24.0,11.0,3105.0,778.0,0.253,0.034,0.005,0.166,0.459,61.10%,60.50%,52.63%,70.54,28.64
0.44,296.5,60.37%,68.67%,-0.24,51.27%,80.43%,Matt NeSmith,36871,3.05,4.02,4.63,1.807,25.61%,1.659,119.0,7.0,825.0,178.0,166.0,-1.0,1117.0,618.0,169.0,-1.0,1493.0,50.0,24.0,146.0,-2.0,3803.0,58.509,54.0,138.0,-1.0,59.0,109.0,40.0,0.0,30.0,51.0,125.0,2.0,163.0,282.0,119.0,-1.0,-4.934,45.0,138.0,0.0,-8.029,45.0,111.0,0.0,-2.301,45.0,92.0,3.0,22.0,50.0,123.0,-1.0,-6.8,45.0,149.0,-1.0,-22.05,-15.25,-6.8,45.0,94.0,4.0,419.0,694.0,115.0,3.0,29350.0,99.0,115.0,4.0,141.0,275.0,13.0,1.0,337.0,419.0,27.0,4.0,618.0,900.0,169.0,-1.0,1493.0,900.0,82.0,6.0,678.0,222.0,87.0,2.0,2300.0,572.0,-0.11,-0.178,-0.051,-0.151,-0.49,57.80%,54.13%,58.82%,71.509,29.86
0.49,287.8,71.04%,67.07%,-0.25,47.06%,74.91%,Ben Kohles,36884,3.05,4.02,4.68,1.771,28.21%,1.628,159.0,2.0,899.0,192.0,115.0,5.0,1176.0,664.0,139.0,3.0,1612.0,55.0,24.0,133.0,-2.0,4160.0,52.876,59.0,25.0,-1.0,65.0,102.0,95.0,-1.0,36.0,69.0,134.0,3.0,187.0,326.0,112.0,-1.0,-2.432,48.0,162.0,-1.0,-17.11,48.0,115.0,0.0,-3.653,48.0,67.0,1.0,27.0,55.0,96.0,0.0,0.722,48.0,148.0,-1.0,-22.473,-23.197,0.722,48.0,4.0,0.0,542.0,763.0,166.0,-1.0,31658.0,110.0,170.0,0.0,104.0,221.0,125.0,0.0,406.0,542.0,56.0,1.0,664.0,990.0,138.0,4.0,1612.0,990.0,82.0,6.0,742.0,243.0,87.0,2.0,2519.0,627.0,-0.051,-0.356,-0.076,0.015,-0.468,57.36%,63.73%,52.17%,71.405,29.31
0.56,310.0,55.53%,62.58%,-0.26,50.72%,74.33%,Paul Barjon,37212,3.28,4.09,4.52,1.828,29.50%,1.654,25.0,4.0,596.0,132.0,177.0,-1.0,700.0,383.0,166.0,-1.0,1012.0,34.0,25.0,176.0,-1.0,2727.0,45.978,38.0,178.0,-1.0,38.0,93.0,158.0,-1.0,15.0,35.0,177.0,-1.0,115.0,229.0,177.0,-1.0,-26.42,29.0,178.0,-1.0,-27.018,29.0,74.0,0.0,3.967,29.0,38.0,1.0,19.0,34.0,135.0,-1.0,-6.428,29.0,177.0,-1.0,-55.897,-49.471,-6.428,29.0,148.0,-1.0,261.0,470.0,14.0,0.0,21083.0,68.0,124.0,9.0,106.0,209.0,138.0,-1.0,194.0,261.0,160.0,0.0,383.0,612.0,166.0,-1.0,1012.0,612.0,178.0,-1.0,518.0,158.0,166.0,2.0,1613.0,394.0,-0.911,-0.932,0.137,-0.222,-1.927,50.22%,40.86%,42.86%,72.973,29.76
0.57,291.0,63.74%,66.88%,-0.32,55.86%,76.89%,Sam Ryder,37275,3.09,4.0,4.58,1.725,35.02%,1.606,79.0,7.0,871.0,190.0,14.0,1.0,1059.0,614.0,90.0,-1.0,1474.0,51.0,24.0,120.0,-2.0,3861.0,61.585,55.0,129.0,-1.0,63.0,115.0,89.0,-1.0,29.0,55.0,156.0,0.0,170.0,304.0,41.0,-1.0,15.139,45.0,135.0,0.0,-6.923,45.0,155.0,-1.0,-16.098,45.0,33.0,3.0,29.0,51.0,75.0,0.0,4.666,45.0,114.0,-1.0,-3.201,-7.867,4.666,45.0,47.0,-1.0,450.0,706.0,156.0,-3.0,29680.0,102.0,36.0,6.0,143.0,256.0,77.0,0.0,346.0,450.0,61.0,2.0,614.0,918.0,92.0,-2.0,1474.0,918.0,130.0,3.0,704.0,228.0,45.0,5.0,2286.0,572.0,0.336,-0.154,-0.358,0.104,-0.071,55.92%,54.78%,52.73%,71.32,28.9
0.29,314.3,59.70%,63.78%,-0.31,51.55%,77.49%,Min Woo Lee,37378,3.14,4.01,4.52,1.76,31.09%,1.614,25.0,-4.0,841.0,186.0,96.0,-5.0,1051.0,597.0,108.0,11.0,1511.0,52.0,26.0,49.0,-5.0,3937.0,19.612,56.0,103.0,-1.0,58.0,102.0,133.0,-1.0,30.0,62.0,162.0,-2.0,186.0,339.0,142.0,-1.0,-14.662,45.0,54.0,0.0,6.696,45.0,7.0,0.0,31.26,45.0,168.0,1.0,15.0,52.0,106.0,-1.0,-1.279,45.0,48.0,0.0,22.03,23.31,-1.279,45.0,102.0,-11.0,431.0,722.0,4.0,0.0,32687.0,104.0,109.0,-28.0,150.0,291.0,64.0,3.0,334.0,431.0,140.0,-13.0,597.0,936.0,108.0,11.0,1511.0,936.0,171.0,-2.0,723.0,230.0,64.0,-14.0,2373.0,592.0,-0.326,0.149,0.695,-0.028,0.49,54.87%,56.86%,48.39%,70.654,29.06
0.41,293.8,67.88%,65.68%,-0.3,51.68%,73.37%,Si Woo Kim,37455,3.02,4.0,4.53,1.753,31.51%,1.588,35.0,-14.0,1097.0,242.0,72.0,1.0,1513.0,863.0,43.0,5.0,2087.0,73.0,24.0,17.0,3.0,5368.0,43.852,77.0,109.0,-1.0,57.0,101.0,25.0,0.0,43.0,71.0,22.0,-9.0,290.0,451.0,13.0,0.0,35.091,64.0,31.0,0.0,15.779,64.0,24.0,0.0,25.601,64.0,112.0,35.0,30.0,73.0,151.0,-1.0,-22.741,64.0,21.0,0.0,53.744,76.485,-22.741,64.0,13.0,0.0,691.0,1018.0,132.0,3.0,42891.0,146.0,107.0,-29.0,169.0,327.0,154.0,-3.0,507.0,691.0,101.0,-17.0,863.0,1314.0,42.0,7.0,2087.0,1314.0,44.0,-8.0,942.0,312.0,45.0,-10.0,3329.0,832.0,0.548,0.247,0.4,-0.355,0.84,64.30%,56.44%,60.56%,70.284,28.59
0.7,312.2,50.77%,65.01%,-0.3,56.74%,76.29%,Alejandro Tosti,38991,3.03,4.05,4.69,1.767,33.46%,1.635,161.0,3.0,760.0,162.0,106.0,2.0,972.0,550.0,151.0,0.0,1383.0,47.0,23.0,151.0,-3.0,3534.0,45.121,50.0,164.0,-1.0,62.0,122.0,149.0,-1.0,26.0,58.0,175.0,-1.0,154.0,296.0,170.0,-1.0,-24.795,44.0,154.0,-1.0,-11.595,44.0,13.0,0.0,26.251,44.0,10.0,1.0,33.0,47.0,153.0,-1.0,-16.719,44.0,156.0,-1.0,-26.856,-10.137,-16.719,44.0,173.0,-1.0,329.0,648.0,8.0,1.0,29348.0,94.0,30.0,4.0,181.0,319.0,91.0,0.0,251.0,329.0,117.0,6.0,550.0,846.0,151.0,-1.0,1383.0,846.0,58.0,3.0,637.0,210.0,140.0,1.0,2137.0,528.0,-0.564,-0.264,0.597,-0.38,-0.61,52.03%,50.82%,44.83%,71.582,29.43
0.49,297.4,57.52%,67.91%,-0.28,59.03%,75.13%,J.J. Spaun,39324,3.1,4.02,4.58,1.776,30.88%,1.626,79.0,7.0,760.0,166.0,133.0,1.0,1064.0,599.0,134.0,-1.0,1434.0,49.0,24.0,125.0,-1.0,3451.0,45.184,49.0,163.0,-1.0,49.0,96.0,97.0,-1.0,26.0,50.0,114.0,1.0,165.0,283.0,35.0,0.0,16.752,47.0,106.0,0.0,-2.004,47.0,144.0,-2.0,-11.811,47.0,67.0,1.0,24.0,49.0,117.0,-1.0,-5.664,47.0,112.0,-1.0,-2.713,2.95,-5.664,47.0,128.0,-2.0,390.0,678.0,106.0,2.0,29149.0,98.0,13.0,3.0,170.0,288.0,122.0,-1.0,293.0,390.0,40.0,3.0,599.0,882.0,134.0,-1.0,1434.0,882.0,148.0,-2.0,633.0,204.0,87.0,2.0,2058.0,512.0,0.356,-0.043,-0.251,-0.121,-0.058,58.30%,51.04%,52.00%,71.351,29.27
0.35,291.8,63.98%,68.89%,-0.27,58.19%,77.78%,Ben Silverman,39327,3.0,3.96,4.6,1.755,29.11%,1.597,101.0,5.0,965.0,210.0,75.0,0.0,1306.0,744.0,64.0,1.0,1725.0,60.0,23.0,35.0,-1.0,4373.0,67.423,63.0,1.0,0.0,90.0,125.0,6.0,0.0,43.0,64.0,6.0,1.0,228.0,336.0,87.0,-1.0,4.274,53.0,58.0,0.0,7.291,53.0,84.0,0.0,4.31,53.0,153.0,-1.0,21.0,60.0,15.0,0.0,28.412,53.0,22.0,0.0,44.288,15.875,28.412,53.0,46.0,-1.0,531.0,830.0,150.0,-3.0,35015.0,120.0,19.0,1.0,174.0,299.0,61.0,0.0,413.0,531.0,23.0,4.0,744.0,1080.0,63.0,0.0,1725.0,1080.0,17.0,4.0,785.0,262.0,3.0,0.0,2623.0,662.0,0.081,0.138,0.081,0.536,0.836,67.86%,72.00%,67.19%,70.483,28.75
0.63,310.0,59.67%,70.96%,-0.31,58.68%,81.45%,Keith Mitchell,39546,2.98,3.98,4.48,1.771,33.24%,1.641,5.0,2.0,888.0,198.0,115.0,5.0,1289.0,728.0,157.0,-1.0,1684.0,57.0,23.0,11.0,-1.0,4214.0,61.22,61.0,153.0,-1.0,59.0,111.0,57.0,-1.0,31.0,55.0,90.0,4.0,178.0,298.0,6.0,0.0,40.54,55.0,126.0,0.0,-6.786,55.0,5.0,0.0,43.466,55.0,19.0,0.0,36.0,57.0,159.0,0.0,-24.46,55.0,18.0,0.0,52.775,77.235,-24.46,55.0,104.0,2.0,469.0,786.0,14.0,0.0,35338.0,114.0,14.0,4.0,186.0,317.0,5.0,1.0,382.0,469.0,6.0,1.0,728.0,1026.0,157.0,-1.0,1684.0,1026.0,7.0,0.0,763.0,256.0,13.0,4.0,2563.0,644.0,0.737,-0.123,0.79,-0.445,0.96,59.73%,53.15%,56.36%,70.086,29.54
0.4,295.8,64.00%,64.34%,-0.32,50.15%,74.12%,Sungjae Im,39971,3.03,3.98,4.59,1.738,34.45%,1.569,90.0,-11.0,1064.0,232.0,39.0,8.0,1349.0,776.0,18.0,4.0,1892.0,67.0,22.0,29.0,12.0,4954.0,45.978,71.0,18.0,-1.0,89.0,137.0,60.0,-1.0,46.0,82.0,39.0,-6.0,271.0,430.0,88.0,-1.0,4.425,59.0,23.0,0.0,16.858,59.0,30.0,0.0,21.113,59.0,124.0,-13.0,27.0,67.0,78.0,0.0,5.613,59.0,24.0,0.0,48.023,42.41,5.613,59.0,45.0,-2.0,599.0,936.0,121.0,0.0,39636.0,134.0,142.0,-15.0,169.0,337.0,143.0,-10.0,444.0,599.0,129.0,-5.0,776.0,1206.0,18.0,4.0,1892.0,1206.0,58.0,3.0,867.0,286.0,13.0,4.0,3023.0,760.0,0.075,0.286,0.358,0.095,0.814,63.02%,64.96%,56.10%,70.422,28.24
0.46,301.5,54.16%,69.03%,-0.3,55.26%,80.45%,Michael Kim,39975,2.98,4.01,4.55,1.733,32.63%,1.601,53.0,11.0,892.0,196.0,30.0,2.0,1163.0,671.0,75.0,1.0,1556.0,54.0,24.0,66.0,-7.0,4046.0,59.332,58.0,147.0,-1.0,70.0,131.0,53.0,-1.0,29.0,51.0,132.0,3.0,173.0,301.0,71.0,-1.0,7.551,45.0,75.0,0.0,2.958,45.0,152.0,-2.0,-14.213,45.0,84.0,-3.0,25.0,54.0,74.0,0.0,4.817,45.0,104.0,-1.0,1.115,-3.703,4.817,45.0,162.0,-2.0,404.0,746.0,68.0,2.0,32265.0,107.0,48.0,4.0,189.0,342.0,12.0,1.0,325.0,404.0,21.0,2.0,671.0,972.0,75.0,1.0,1556.0,972.0,7.0,0.0,722.0,242.0,64.0,7.0,2432.0,606.0,0.168,0.066,-0.316,0.107,0.025,57.48%,53.44%,56.86%,70.782,28.81
0.42,299.9,55.93%,63.25%,-0.29,49.38%,76.42%,Max Homa,39977,3.05,4.03,4.64,1.769,31.17%,1.589,133.0,-13.0,1011.0,218.0,109.0,11.0,1309.0,740.0,47.0,4.0,1859.0,65.0,23.0,85.0,5.0,4594.0,20.15,65.0,13.0,-1.0,92.0,141.0,32.0,0.0,46.0,77.0,20.0,0.0,277.0,430.0,68.0,-1.0,9.608,55.0,25.0,0.0,15.54,55.0,143.0,-2.0,-13.005,55.0,109.0,-7.0,27.0,65.0,95.0,0.0,0.881,55.0,80.0,0.0,13.038,12.157,0.881,55.0,145.0,-3.0,509.0,910.0,81.0,3.0,38993.0,130.0,152.0,-1.0,198.0,401.0,87.0,-12.0,389.0,509.0,149.0,-8.0,740.0,1170.0,46.0,5.0,1859.0,1170.0,82.0,-9.0,793.0,260.0,105.0,5.0,2790.0,692.0,0.175,0.283,-0.236,0.016,0.237,64.42%,65.25%,59.74%,70.987,28.6
0.49,299.3,65.05%,70.22%,-0.3,53.68%,80.38%,Corey Conners,39997,3.0,4.0,4.56,1.756,32.00%,1.63,63.0,1.0,1076.0,236.0,77.0,6.0,1665.0,948.0,142.0,8.0,2201.0,75.0,23.0,13.0,2.0,5232.0,30.215,75.0,167.0,-1.0,47.0,94.0,129.0,-1.0,37.0,76.0,144.0,3.0,227.0,402.0,4.0,0.0,56.282,66.0,95.0,0.0,-0.102,66.0,27.0,0.0,24.729,66.0,67.0,-9.0,37.0,75.0,133.0,-1.0,-13.157,66.0,14.0,0.0,67.764,80.923,-13.157,66.0,33.0,1.0,683.0,1050.0,88.0,1.0,44889.0,150.0,71.0,-6.0,197.0,367.0,14.0,-7.0,549.0,683.0,10.0,-4.0,948.0,1350.0,141.0,9.0,2201.0,1350.0,17.0,4.0,901.0,300.0,45.0,-10.0,3255.0,814.0,0.853,-0.002,0.375,-0.199,1.027,56.47%,50.00%,48.68%,70.163,29.35
